Year,Measure,Response,Region,Region Code,Unit,Value,Value Unit,Value Label,Null Reason,Metadata 1
2018,Importance of using Te reo Māori themselves in daily life,Very important,New Zealand,Total New Zealand,Percent,15.699999999999999,percentage,% of Māori people,
2018,Importance of using Te reo Māori themselves in daily life,Very important,Northland,Northland Region,Percent,23.899999999999999,percentage,% of Māori people,
2018,Importance of using Te reo Māori themselves in daily life,Very important,Auckland,Auckland Region,Percent,13.199999999999999,percentage,% of Māori people,
2018,Importance of using Te reo Māori themselves in daily life,Very important,Waikato,Waikato Region,Percent,16.699999999999999,percentage,% of Māori people,
2018,Importance of using Te reo Māori themselves in daily life,Very important,Bay of Plenty,Bay of Plenty Region,Percent,21.699999999999999,percentage,% of Māori people,
2018,Importance of using Te reo Māori themselves in daily life,Very important,Gisborne,Gisborne Region,Percent,25.399999999999999,percentage,% of Māori people,
2018,Importance of using Te reo Māori themselves in daily life,Very important,Hawke's Bay,Hawke's Bay Region,Percent,16.1,percentage,% of Māori people,
2018,Importance of using Te reo Māori themselves in daily life,Very important,Taranaki,Taranaki Region,Percent,14,percentage,% of Māori people,
2018,Importance of using Te reo Māori themselves in daily life,Very important,Manawatū-Whanganui,Manawatu-Wanganui Region,Percent,13.9,percentage,% of Māori people,
2018,Importance of using Te reo Māori themselves in daily life,Very important,Wellington,Wellington Region,Percent,17.1,percentage,% of Māori people,
2018,Importance of using Te reo Māori themselves in daily life,Very important,"Tasman, Nelson, Marlborough, West Coast","Tasman, Nelson, Marlborough, West Coast",Percent,7.4,percentage,% of Māori people,
2018,Importance of using Te reo Māori themselves in daily life,Very important,Canterbury,Canterbury Region,Percent,8.8,percentage,% of Māori people,
2018,Importance of using Te reo Māori themselves in daily life,Very important,"Otago, Southland","Otago, Southland",Percent,8.5,percentage,% of Māori people,
2018,Importance of using Te reo Māori themselves in daily life,Quite important,New Zealand,Total New Zealand,Percent,15.9,percentage,% of Māori people,
2018,Importance of using Te reo Māori themselves in daily life,Quite important,Northland,Northland Region,Percent,19.6,percentage,% of Māori people,
2018,Importance of using Te reo Māori themselves in daily life,Quite important,Auckland,Auckland Region,Percent,13.199999999999999,percentage,% of Māori people,
2018,Importance of using Te reo Māori themselves in daily life,Quite important,Waikato,Waikato Region,Percent,16.899999999999999,percentage,% of Māori people,
2018,Importance of using Te reo Māori themselves in daily life,Quite important,Bay of Plenty,Bay of Plenty Region,Percent,18.3,percentage,% of Māori people,
2018,Importance of using Te reo Māori themselves in daily life,Quite important,Gisborne,Gisborne Region,Percent,17.8,percentage,% of Māori people,
2018,Importance of using Te reo Māori themselves in daily life,Quite important,Hawke's Bay,Hawke's Bay Region,Percent,22.199999999999999,percentage,% of Māori people,
2018,Importance of using Te reo Māori themselves in daily life,Quite important,Taranaki,Taranaki Region,Percent,15.5,percentage,% of Māori people,
2018,Importance of using Te reo Māori themselves in daily life,Quite important,Manawatū-Whanganui,Manawatu-Wanganui Region,Percent,16.3,percentage,% of Māori people,
2018,Importance of using Te reo Māori themselves in daily life,Quite important,Wellington,Wellington Region,Percent,19.1,percentage,% of Māori people,
2018,Importance of using Te reo Māori themselves in daily life,Quite important,"Tasman, Nelson, Marlborough, West Coast","Tasman, Nelson, Marlborough, West Coast",Percent,10.199999999999999,percentage,% of Māori people,
2018,Importance of using Te reo Māori themselves in daily life,Quite important,Canterbury,Canterbury Region,Percent,12.5,percentage,% of Māori people,
2018,Importance of using Te reo Māori themselves in daily life,Quite important,"Otago, Southland","Otago, Southland",Percent,9.199999999999999,percentage,% of Māori people,
2018,Importance of using Te reo Māori themselves in daily life,Somewhat/a little important,New Zealand,Total New Zealand,Percent,41.2,percentage,% of Māori people,
2018,Importance of using Te reo Māori themselves in daily life,Somewhat/a little important,Northland,Northland Region,Percent,38.2,percentage,% of Māori people,
2018,Importance of using Te reo Māori themselves in daily life,Somewhat/a little important,Auckland,Auckland Region,Percent,44.2,percentage,% of Māori people,
2018,Importance of using Te reo Māori themselves in daily life,Somewhat/a little important,Waikato,Waikato Region,Percent,43.6,percentage,% of Māori people,
2018,Importance of using Te reo Māori themselves in daily life,Somewhat/a little important,Bay of Plenty,Bay of Plenty Region,Percent,36.1,percentage,% of Māori people,
2018,Importance of using Te reo Māori themselves in daily life,Somewhat/a little important,Gisborne,Gisborne Region,Percent,41.2,percentage,% of Māori people,
2018,Importance of using Te reo Māori themselves in daily life,Somewhat/a little important,Hawke's Bay,Hawke's Bay Region,Percent,42,percentage,% of Māori people,
2018,Importance of using Te reo Māori themselves in daily life,Somewhat/a little important,Taranaki,Taranaki Region,Percent,40.799999999999997,percentage,% of Māori people,
2018,Importance of using Te reo Māori themselves in daily life,Somewhat/a little important,Manawatū-Whanganui,Manawatu-Wanganui Region,Percent,41.6,percentage,% of Māori people,
2018,Importance of using Te reo Māori themselves in daily life,Somewhat/a little important,Wellington,Wellington Region,Percent,37.5,percentage,% of Māori people,
2018,Importance of using Te reo Māori themselves in daily life,Somewhat/a little important,"Tasman, Nelson, Marlborough, West Coast","Tasman, Nelson, Marlborough, West Coast",Percent,39.299999999999997,percentage,% of Māori people,
2018,Importance of using Te reo Māori themselves in daily life,Somewhat/a little important,Canterbury,Canterbury Region,Percent,41.1,percentage,% of Māori people,
2018,Importance of using Te reo Māori themselves in daily life,Somewhat/a little important,"Otago, Southland","Otago, Southland",Percent,42.799999999999997,percentage,% of Māori people,
2018,Importance of using Te reo Māori themselves in daily life,Not at all important,New Zealand,Total New Zealand,Percent,27.199999999999999,percentage,% of Māori people,
2018,Importance of using Te reo Māori themselves in daily life,Not at all important,Northland,Northland Region,Percent,18.399999999999999,percentage,% of Māori people,
2018,Importance of using Te reo Māori themselves in daily life,Not at all important,Auckland,Auckland Region,Percent,29.399999999999999,percentage,% of Māori people,
2018,Importance of using Te reo Māori themselves in daily life,Not at all important,Waikato,Waikato Region,Percent,22.8,percentage,% of Māori people,
2018,Importance of using Te reo Māori themselves in daily life,Not at all important,Bay of Plenty,Bay of Plenty Region,Percent,24,percentage,% of Māori people,
2018,Importance of using Te reo Māori themselves in daily life,Not at all important,Gisborne,Gisborne Region,Percent,15.6,percentage,% of Māori people,
2018,Importance of using Te reo Māori themselves in daily life,Not at all important,Hawke's Bay,Hawke's Bay Region,Percent,19.6,percentage,% of Māori people,
2018,Importance of using Te reo Māori themselves in daily life,Not at all important,Taranaki,Taranaki Region,Percent,29.699999999999999,percentage,% of Māori people,
2018,Importance of using Te reo Māori themselves in daily life,Not at all important,Manawatū-Whanganui,Manawatu-Wanganui Region,Percent,28.199999999999999,percentage,% of Māori people,
2018,Importance of using Te reo Māori themselves in daily life,Not at all important,Wellington,Wellington Region,Percent,26.3,percentage,% of Māori people,
2018,Importance of using Te reo Māori themselves in daily life,Not at all important,"Tasman, Nelson, Marlborough, West Coast","Tasman, Nelson, Marlborough, West Coast",Percent,43.1,percentage,% of Māori people,
2018,Importance of using Te reo Māori themselves in daily life,Not at all important,Canterbury,Canterbury Region,Percent,37.6,percentage,% of Māori people,
2018,Importance of using Te reo Māori themselves in daily life,Not at all important,"Otago, Southland","Otago, Southland",Percent,39.6,percentage,% of Māori people,
2018,Able to speak Te reo Māori,Very well/well,New Zealand,Total New Zealand,Percent,7.5,percentage,% of Māori people,
2018,Able to speak Te reo Māori,Very well/well,Northland,Northland Region,Percent,8.9,percentage,% of Māori people,
2018,Able to speak Te reo Māori,Very well/well,Auckland,Auckland Region,Percent,5.4,percentage,% of Māori people,
2018,Able to speak Te reo Māori,Very well/well,Waikato,Waikato Region,Percent,7.7,percentage,% of Māori people,
2018,Able to speak Te reo Māori,Very well/well,Bay of Plenty,Bay of Plenty Region,Percent,12.199999999999999,percentage,% of Māori people,
2018,Able to speak Te reo Māori,Very well/well,Gisborne,Gisborne Region,Percent,21,percentage,% of Māori people,
2018,Able to speak Te reo Māori,Very well/well,Hawke's Bay,Hawke's Bay Region,Percent,10.8,percentage,% of Māori people,
2018,Able to speak Te reo Māori,Very well/well,Taranaki,Taranaki Region,Percent,6.4,percentage,% of Māori people,
2018,Able to speak Te reo Māori,Very well/well,Manawatū-Whanganui,Manawatu-Wanganui Region,Percent,7.4,percentage,% of Māori people,
2018,Able to speak Te reo Māori,Very well/well,Wellington,Wellington Region,Percent,6.6,percentage,% of Māori people,
2018,Able to speak Te reo Māori,Very well/well,Canterbury,Canterbury Region,Percent,3.8,percentage,% of Māori people,
2018,Able to speak Te reo Māori,Very well/well,"Otago, Southland","Otago, Southland",Percent,3.6,percentage,% of Māori people,
2018,Able to speak Te reo Māori,Fairly well,New Zealand,Total New Zealand,Percent,10.4,percentage,% of Māori people,
2018,Able to speak Te reo Māori,Fairly well,Northland,Northland Region,Percent,11.4,percentage,% of Māori people,
2018,Able to speak Te reo Māori,Fairly well,Auckland,Auckland Region,Percent,8.6,percentage,% of Māori people,
2018,Able to speak Te reo Māori,Fairly well,Waikato,Waikato Region,Percent,11.9,percentage,% of Māori people,
2018,Able to speak Te reo Māori,Fairly well,Bay of Plenty,Bay of Plenty Region,Percent,15,percentage,% of Māori people,
2018,Able to speak Te reo Māori,Fairly well,Gisborne,Gisborne Region,Percent,14.3,percentage,% of Māori people,
2018,Able to speak Te reo Māori,Fairly well,Hawke's Bay,Hawke's Bay Region,Percent,10.6,percentage,% of Māori people,
2018,Able to speak Te reo Māori,Fairly well,Taranaki,Taranaki Region,Percent,8,percentage,% of Māori people,
2018,Able to speak Te reo Māori,Fairly well,Manawatū-Whanganui,Manawatu-Wanganui Region,Percent,9.3,percentage,% of Māori people,
2018,Able to speak Te reo Māori,Fairly well,Wellington,Wellington Region,Percent,10.5,percentage,% of Māori people,
2018,Able to speak Te reo Māori,Fairly well,"Tasman, Nelson, Marlborough, West Coast","Tasman, Nelson, Marlborough, West Coast",Percent,7.5,percentage,% of Māori people,
2018,Able to speak Te reo Māori,Fairly well,Canterbury,Canterbury Region,Percent,8.5,percentage,% of Māori people,
2018,Able to speak Te reo Māori,Fairly well,"Otago, Southland","Otago, Southland",Percent,6.9,percentage,% of Māori people,
2018,Able to speak Te reo Māori,Not very well,New Zealand,Total New Zealand,Percent,30.6,percentage,% of Māori people,
2018,Able to speak Te reo Māori,Not very well,Northland,Northland Region,Percent,31.899999999999999,percentage,% of Māori people,
2018,Able to speak Te reo Māori,Not very well,Auckland,Auckland Region,Percent,27.3,percentage,% of Māori people,
2018,Able to speak Te reo Māori,Not very well,Waikato,Waikato Region,Percent,32.399999999999999,percentage,% of Māori people,
2018,Able to speak Te reo Māori,Not very well,Bay of Plenty,Bay of Plenty Region,Percent,33.2,percentage,% of Māori people,
2018,Able to speak Te reo Māori,Not very well,Gisborne,Gisborne Region,Percent,29.3,percentage,% of Māori people,
2018,Able to speak Te reo Māori,Not very well,Hawke's Bay,Hawke's Bay Region,Percent,36.799999999999997,percentage,% of Māori people,
2018,Able to speak Te reo Māori,Not very well,Taranaki,Taranaki Region,Percent,37.1,percentage,% of Māori people,
2018,Able to speak Te reo Māori,Not very well,Manawatū-Whanganui,Manawatu-Wanganui Region,Percent,33.7,percentage,% of Māori people,
2018,Able to speak Te reo Māori,Not very well,Wellington,Wellington Region,Percent,30.5,percentage,% of Māori people,
2018,Able to speak Te reo Māori,Not very well,"Tasman, Nelson, Marlborough, West Coast","Tasman, Nelson, Marlborough, West Coast",Percent,29,percentage,% of Māori people,
2018,Able to speak Te reo Māori,Not very well,Canterbury,Canterbury Region,Percent,26,percentage,% of Māori people,
2018,Able to speak Te reo Māori,Not very well,"Otago, Southland","Otago, Southland",Percent,27.5,percentage,% of Māori people,
2018,Able to speak Te reo Māori,No more than a few words or phrases,New Zealand,Total New Zealand,Percent,51.5,percentage,% of Māori people,
2018,Able to speak Te reo Māori,No more than a few words or phrases,Northland,Northland Region,Percent,47.899999999999999,percentage,% of Māori people,
2018,Able to speak Te reo Māori,No more than a few words or phrases,Auckland,Auckland Region,Percent,58.7,percentage,% of Māori people,
2018,Able to speak Te reo Māori,No more than a few words or phrases,Waikato,Waikato Region,Percent,48,percentage,% of Māori people,
2018,Able to speak Te reo Māori,No more than a few words or phrases,Bay of Plenty,Bay of Plenty Region,Percent,39.6,percentage,% of Māori people,
2018,Able to speak Te reo Māori,No more than a few words or phrases,Gisborne,Gisborne Region,Percent,35.299999999999997,percentage,% of Māori people,
2018,Able to speak Te reo Māori,No more than a few words or phrases,Hawke's Bay,Hawke's Bay Region,Percent,41.799999999999997,percentage,% of Māori people,
2018,Able to speak Te reo Māori,No more than a few words or phrases,Taranaki,Taranaki Region,Percent,48.399999999999999,percentage,% of Māori people,
2018,Able to speak Te reo Māori,No more than a few words or phrases,Manawatū-Whanganui,Manawatu-Wanganui Region,Percent,49.7,percentage,% of Māori people,
2018,Able to speak Te reo Māori,No more than a few words or phrases,Wellington,Wellington Region,Percent,52.399999999999999,percentage,% of Māori people,
2018,Able to speak Te reo Māori,No more than a few words or phrases,"Tasman, Nelson, Marlborough, West Coast","Tasman, Nelson, Marlborough, West Coast",Percent,60.399999999999999,percentage,% of Māori people,
